Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,393.600006,396.359985,392.450012,395.850006,395.276978,2856800
2023-10-03,394.500000,397.859985,388.970001,391.059998,390.493927,2527900
2023-10-04,392.000000,394.470001,388.579987,393.760010,393.190033,1813400
2023-10-05,390.390015,394.720001,390.000000,394.200012,394.200012,2116600
2023-10-06,393.230011,401.000000,390.500000,397.970001,397.970001,2484000
2023-10-09,394.459991,396.500000,389.579987,394.739990,394.739990,2475100
2023-10-10,395.540009,402.720001,393.850006,400.369995,400.369995,2713800
2023-10-11,403.250000,405.130005,397.359985,399.809998,399.809998,2055600
2023-10-12,403.799988,405.339996,397.320007,399.899994,399.899994,1779000
2023-10-13,398.809998,402.140015,395.079987,398.029999,398.029999,2235600
2023-10-16,400.239990,404.429993,398.779999,401.160004,401.160004,2202100
2023-10-17,399.640015,403.609985,398.450012,401.769989,401.769989,2176000
2023-10-18,399.109985,401.369995,392.559998,393.209991,393.209991,1951400
2023-10-19,393.850006,394.829987,385.500000,387.869995,387.869995,3472800
2023-10-20,387.869995,389.989990,384.170013,384.410004,384.410004,2652500
2023-10-23,382.309998,387.859985,381.000000,383.670013,383.670013,1771800
2023-10-24,385.500000,389.429993,383.869995,386.910004,386.910004,2003300
2023-10-25,384.000000,388.630005,382.239990,386.309998,386.309998,3504500
2023-10-26,371.019989,375.549988,363.040009,364.589996,364.589996,6920100
2023-10-27,366.489990,368.290009,359.769989,364.079987,364.079987,3624900
2023-10-30,366.519989,373.230011,364.720001,372.420013,372.420013,3386400
2023-10-31,373.320007,377.679993,373.109985,376.350006,376.350006,2978800
